title,link,summary,published,source_category,rss_category,rss_tags,source
Man Last Seen With Missing Student Leaves the Dominican Republic,https://www.nytimes.com/2025/03/20/world/americas/sudiksha-konanki-dominican-republic.html,"The man, Joshua Steven Riibe, was never named as a suspect in the disappearance of Sudiksha Konanki in Punta Cana, but he said he had not been allowed to leave the Dominican Republic.","Thu, 20 Mar 2025 17:50:15 +0000",General News,Missing Persons,"['Missing Persons', 'Drownings', 'Konanki, Sudiksha', 'Riibe, Joshua Steven', 'University of Pittsburgh', 'Dominican Republic', 'Punta Cana (Dominican Republic)', 'Virginia']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Violence Flares as Hindu Group Calls for Removal of Muslim Ruler's Tomb,https://www.nytimes.com/2025/03/20/world/asia/india-nagpur-aurangzeb.html,The tensions showed how right-wing Hindu leaders and organizations in India use historical grievances to fuel contemporary tensions.,"Thu, 20 Mar 2025 18:15:28 +0000",General News,Hinduism,"['Hinduism', 'Demonstrations, Protests and Riots', 'Muslims and Islam', 'Right-Wing Extremism and Alt-Right', 'Mughal Empire', 'Maharashtra (India)']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
"Taliban Frees an American, George Glezmann, Held in Afghanistan Since 2022",https://www.nytimes.com/2025/03/20/us/politics/taliban-frees-american-aircraft-mechanic.html,George Glezmann was detained while traveling in the country after the Taliban's victory in the war. Secretary of State Marco Rubio thanked Qatar for helping to secure his release.,"Thu, 20 Mar 2025 17:39:53 +0000",General News,"Glezmann, George","['Glezmann, George', 'United States International Relations', 'United States Politics and Government', 'Political Prisoners', 'International Relations', 'State Department', 'Taliban', 'Afghanistan', 'Qatar']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
"Russian Public Is Ready to End War but Skeptical of Concessions, Analysis Finds",https://www.nytimes.com/2025/03/20/world/europe/russia-attitude-war-ukraine.html,"There is little appetite in Ukraine and Russia for major concessions, according to a U.S. firm's analysis of online posts. But a minority of Russians want to keep fighting until Ukraine's president is overthrown.","Thu, 20 Mar 2025 15:50:11 +0000",General News,Russian Invasion of Ukraine (2022),"['Russian Invasion of Ukraine (2022)', 'Polls and Public Opinion', 'FilterLabs AI', 'Russia', 'Ukraine', 'United States', 'Donetsk (Ukraine)', 'Kherson (Ukraine)', 'Luhansk (Ukraine)', 'Zaporizhzhia (Ukraine)', 'Putin, Vladimir V', 'Trump, Donald J', 'Zelensky, Volodymyr', 'United States International Relations', 'Embargoes and Sanctions', 'International Relations', 'Peace Process']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
"What to Know About Nowruz, the Persian New Year",https://www.nytimes.com/2025/03/20/world/middleeast/nowruz-iran-persian-new-year.html,More than 300 million people in Iran and beyond celebrate the ancient holiday. It's tied to the spring equinox and has roots in the Persian Empire. Here's what to know.,"Thu, 20 Mar 2025 16:25:31 +0000",General News,New Year,"['New Year', 'Iranian-Americans', 'Holidays and Special Occasions', 'Iran', 'Spring (Season)', 'Parades', 'Festivals']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Kirsty Coventry Is Elected President of International Olympic Committee,https://www.nytimes.com/2025/03/20/world/olympics/ioc-election-president.html,"Ms. Coventry, a former Olympic swimming champion who has been Zimbabwe's sports minister, faces urgent issues including the rights of transgender athletes and the challenges posed by the climate crisis.","Thu, 20 Mar 2025 18:31:19 +0000",General News,Politics and Government,"['Politics and Government', 'Olympic Games', 'International Olympic Committee', 'Bach, Thomas', 'Elections']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
'This Is Worse': Trump's Judicial Defiance Veers Beyond the Autocrat Playbook,https://www.nytimes.com/2025/03/20/world/europe/trump-courts-defiance-autocrats-playbook.html,"The president's escalating conflict with federal courts is even more aggressive than what happened in countries like Hungary and Turkey, experts say.","Thu, 20 Mar 2025 20:32:19 +0000",General News,Courts and the Judiciary,"['Courts and the Judiciary', 'Federal Courts (US)', 'United States Politics and Government', 'Deportation', 'Presidential Power (US)', 'Authoritarianism (Theory and Philosophy)', 'United States', 'Hungary', 'Turkey', 'Trump, Donald J', 'Bolsonaro, Jair (1955- )', 'Boasberg, James E', 'Erdogan, Recep Tayyip', 'Levitsky, Steven', 'Orban, Viktor', 'Roberts, John G Jr', 'Leavitt, Karoline']",https://rss.nytimes.com/services/xml/rss/nyt/World.xml
Jonah Peretti helped shaped digital media — can he do it again?,https://techcrunch.com/2025/03/22/jonah-peretti-helped-shaped-digital-media-can-he-do-it-again/,"Jonah Peretti's career to date has been defined by constant reinvention. As the founder and CEO of BuzzFeed, Peretti has been at the forefront of digital media for almost two decades, navigating changes as the once small startup transformed into, at one point, a multimedia powerhouse. But as the company grows older, one question lingers: [...]","Sun, 23 Mar 2025 01:00:52 +0000",Technology,Media & Entertainment,"['Media & Entertainment', 'TC', 'Buzzfeed', 'Jonah Peretti']",https://techcrunch.com/feed/
Charlie Javice trial becomes a master class in hubris for both sides,https://techcrunch.com/2025/03/22/charlie-javice-trial-becomes-a-master-class-in-hubris-for-both-sides/,"Charlie Javice's high-profile fraud trial has become a showcase of embarrassing missteps on both sides, with eyebrow-raising details about how JPMorgan Chase was allegedly deceived into buying her startup, Frank, for $175 million when it had just 300,000 customers instead of four million. Per a new WSJ article, one pivotal moment came when former Frank [...]","Sat, 22 Mar 2025 20:49:25 +0000",Technology,Fintech,"['Fintech', 'TC', 'Charlie Javice', 'Frank', 'jpmorgan']",https://techcrunch.com/feed/
Week in Review: Google buys Wiz,https://techcrunch.com/2025/03/22/week-in-review-google-buys-wiz/,"Welcome back to Week in Review! We've got tons of stories to share from this week, like the greatest hits from Nvidia GTC; the NASA astronauts finally came home; Rippling's lawsuit; and Google bought Wiz. Let's get to it! Google finally does it: Google made its biggest acquisition in its history this week when it [...]","Sat, 22 Mar 2025 17:05:00 +0000",Technology,Social,"['Social', 'Google', 'Week in Review', 'wiz']",https://techcrunch.com/feed/
The 20 hottest open source startups of 2024,https://techcrunch.com/2025/03/22/the-20-hottest-open-source-startups-of-2024/,"A new report showcases the 20 top-trending open source startups around the world, more than half of which are closely aligned with AI. The report is the handiwork of European venture capital firm Runa Capital, which has operated the Runa Open Source Startup (ROSS) Index since 2020. The Index serves quarterly updates on the fastest-growing [...]","Sat, 22 Mar 2025 14:00:00 +0000",Technology,TC,"['TC', 'Startups', 'open source', 'Runa Capital', 'ROSS Index']",https://techcrunch.com/feed/
Meta settles UK 'right to object to ad-tracking' lawsuit by agreeing not to track plaintiff,https://techcrunch.com/2025/03/21/meta-settles-u-k-right-to-object-to-ad-tracking-lawsuit-by-agreeing-not-to-track-plaintiff/,"A human rights campaigner, Tanya O'Carroll, has succeeded in forcing social media giant Meta not to use her data for targeted advertising. The agreement is contained in a settlement to an individual challenge she lodged against Meta's tracking and profiling back in 2022. O'Carroll had argued that a legal right to object to the use [...]","Sat, 22 Mar 2025 00:01:00 +0000",Technology,Privacy,"['Privacy', 'Social', 'Meta', 'GDPR']",https://techcrunch.com/feed/
Anduril might build a weapons factory in the UK,https://techcrunch.com/2025/03/21/anduril-might-build-a-weapons-factory-in-the-uk/,Anduril might build a factory in the U.K. as it expands beyond U.S. defense contracts.,"Fri, 21 Mar 2025 21:51:45 +0000",Technology,Startups,"['Startups', 'anduril', 'In Brief']",https://techcrunch.com/feed/
"Meta has revenue sharing agreements with Llama AI model hosts, filing reveals",https://techcrunch.com/2025/03/21/meta-has-revenue-sharing-agreements-with-llama-ai-model-hosts-filing-reveals/,"In a blog post last July, Meta CEO Mark Zuckerberg said that ""selling access"" to Meta's openly available Llama AI models ""isn't [Meta's] business model."" Yet Meta does make at least some money from Llama through revenue-sharing agreements, according to a newly unredacted court filing. The filing, submitted by attorneys for the plaintiffs in the [...]","Fri, 21 Mar 2025 20:40:53 +0000",Technology,AI,"['AI', 'Llama', 'Meta']",https://techcrunch.com/feed/
How BYD plans to make EV charging as fast as filling a gas tank,https://techcrunch.com/2025/03/21/how-byd-plans-to-make-ev-charging-as-fast-as-filling-a-gas-tank/,"What we found mostly supports the auto makers claims, with a few caveats.","Fri, 21 Mar 2025 20:30:30 +0000",Technology,Climate,"['Climate', 'Transportation', 'BYD', 'electric vehicles', 'EVs', 'fast charging', 'lfp', 'lithium ion batteries']",https://techcrunch.com/feed/
Valve removes video game demo suspected of being malware,https://techcrunch.com/2025/03/21/valve-removes-video-game-demo-suspected-of-being-malware/,Valve removed a video game called Sniper: Phantom's Resolution from Steam after users reported that its free demo contained malware.,"Fri, 21 Mar 2025 19:58:54 +0000",Technology,Gaming,"['Gaming', 'Security', 'cybersecurity', 'hacking', 'infostealer', 'malware', 'Steam', 'Valve']",https://techcrunch.com/feed/
DeepSeek: Everything you need to know about the AI chatbot app,https://techcrunch.com/2025/03/21/deepseek-everything-you-need-to-know-about-the-ai-chatbot-app/,"DeepSeek has gone viral. Chinese AI lab DeepSeek broke into the mainstream consciousness this week after its chatbot app rose to the top of the Apple App Store charts (and Google Play, as well). DeepSeek's AI models, which were trained using compute-efficient techniques, have led Wall Street analysts — and technologists — to question whether the U.S. can maintain its [...]","Fri, 21 Mar 2025 18:38:00 +0000",Technology,AI,"['AI', 'deepseek', 'DeepSeek v3', 'evergreens', 'Explainer', 'Generative AI', 'r1']",https://techcrunch.com/feed/
"TechCrunch has, yes, personal news!",https://techcrunch.com/2025/03/21/techcrunch-has-personal-news/,"If you haven't heard the news, TechCrunch has a shiny new home. After years under the ownership of Yahoo — which, in turn, is backed by Apollo Group — the brand is now in fresh hands. Its new parent company: Regent, a dynamic private equity firm with a diverse portfolio spanning media, retail, and manufacturing. [...]","Fri, 21 Mar 2025 17:11:56 +0000",Technology,Media & Entertainment,"['Media & Entertainment', 'TC']",https://techcrunch.com/feed/
Anthropic appears to be using Brave to power web search for its Claude chatbot,https://techcrunch.com/2025/03/21/anthropic-appears-to-be-using-brave-to-power-web-searches-for-its-claude-chatbot/,"Earlier this week, Anthropic rolled out a web search feature for its AI-powered chatbot platform, Claude, bringing the bot in line with many of its rivals. It wasn't immediately clear which search index might be powering the feature — one possibility was that Anthropic had developed its own. But evidence suggests it's Brave Search, the [...]","Fri, 21 Mar 2025 17:07:03 +0000",Technology,AI,"['AI', 'Anthropic', 'Brave']",https://techcrunch.com/feed/
Startups Weekly: Wiz's bet paid off in an M&A-rich week,https://techcrunch.com/2025/03/21/startups-weekly-wizs-bet-paid-off-in-an-ma-rich-week/,"Welcome to Startups Weekly — your weekly recap of everything you can't miss from the world of startups. Want it in your inbox every Friday? Sign up here. It's rare to report on an 11-figure startup acquisition, let alone multiple high-value deals in a single week. And there are more subtle signs that things are [...]","Fri, 21 Mar 2025 17:05:00 +0000",Technology,Startups,"['Startups', 'Fundraising', 'venture capital', 'newsletter', 'Startups Weekly']",https://techcrunch.com/feed/
"TechCrunch Mobility: Inside Waymo's deal with SFO, Elon's moment of truth, and BYD's breakthrough",https://techcrunch.com/2025/03/21/techcrunch-mobility-inside-waymos-deal-with-sfo-elons-moment-of-truth-and-byds-breakthrough/,"Welcome back to TechCrunch Mobility — your central hub for news and insights on the future of transportation. Sign up here for free — just click TechCrunch Mobility! Before we jump into the news, just a quick bit of housekeeping. I'm putting ""This week's wheels"" on hiatus for a few weeks as I get into [...]","Fri, 21 Mar 2025 17:05:00 +0000",Technology,Transportation,"['Transportation', 'techcrunch mobility']",https://techcrunch.com/feed/
ChatGPT: Everything you need to know about the AI-powered chatbot,https://techcrunch.com/2025/03/21/chatgpt-everything-to-know-about-the-ai-chatbot/,"ChatGPT, OpenAI's text-generating AI chatbot, has taken the world by storm since its launch in November 2022. What started as a tool to supercharge productivity through writing essays and code with short text prompts has evolved into a behemoth with 300 million weekly active users. 2024 was a big year for OpenAI, from its partnership [...]","Fri, 21 Mar 2025 15:46:45 +0000",Technology,AI,"['AI', 'ChatGPT', 'evergreens', 'Generative AI', 'OpenAI']",https://techcrunch.com/feed/
Wayve CEO shares his key  ingredients for scaling autonomous driving tech,https://techcrunch.com/2025/03/21/wayve-ceo-shares-his-key-ingredients-for-scaling-autonomous-driving-tech/,"Wayve co-founder and CEO Alex Kendall sees promise in bringing his autonomous vehicle startup's tech to market. That is, if Wayve sticks to its strategy of ensuring its automated driving software is cheap to run, hardware agnostic, and can be applied to advanced driver-assistance systems, robotaxis, and even robotics.  The strategy, which Kendall laid out [...]","Fri, 21 Mar 2025 15:18:11 +0000",Technology,AI,"['AI', 'Startups', 'Transportation', 'avs', 'nvidia gtc', 'wayve']",https://techcrunch.com/feed/
Microsoft is exploring a way to credit contributors to AI training data,https://techcrunch.com/2025/03/21/microsoft-is-exploring-a-way-to-credit-contributors-to-ai-training-data/,"Microsoft is launching a research project to estimate the influence of specific training examples on the text, images, and other types of media that generative AI models create. That's per a job listing dating back to December that was recently recirculated on LinkedIn. According to the listing, which seeks a research intern, the project will [...]","Fri, 21 Mar 2025 15:15:21 +0000",Technology,AI,"['AI', 'Media & Entertainment', 'AI training', 'Microsoft']",https://techcrunch.com/feed/
Meta spotted testing AI-generated comments on Instagram,https://techcrunch.com/2025/03/21/meta-spotted-testing-ai-generated-comments-on-instagram/,"In recent years, Meta has introduced many AI features and capabilities to its apps, even going so far as experimenting with AI-generated characters complete with unique profiles and personalities, before scrapping them after they were deemed creepy and unnecessary. In yet another move that may not be received well among users, Meta wants to use [...]","Fri, 21 Mar 2025 15:09:31 +0000",Technology,AI,"['AI', 'Apps', 'Social', 'Instagram', 'Meta', 'social media']",https://techcrunch.com/feed/
1X will test humanoid robots in 'a few hundred' homes in 2025,https://techcrunch.com/2025/03/21/1x-will-test-humanoid-robots-in-a-few-hundred-homes-in-2025/,"Norwegian robotics startup 1X plans to start early tests of its humanoid robot, Neo Gamma, in ""a few hundred to a few thousand"" homes by the end of 2025, according to the company's CEO, Bernt Børnich. ""Neo Gamma is going into homes this year,"" Børnich told TechCrunch in an interview at Nvidia GTC 2025. ""We [...]","Fri, 21 Mar 2025 14:15:00 +0000",Technology,AI,"['AI', 'Robotics', 'Startups', '1x', 'humanoid robots']",https://techcrunch.com/feed/
"Commercial services platform BuildOps becomes a unicorn, raises $127M",https://techcrunch.com/2025/03/21/commercial-services-platform-buildops-becomes-a-unicorn-raises-127m/,"Commercial services tech hasn't historically been considered ""sexy,"" but the need for innovation in the space is enormous. That need has translated into a large fundraise for a company focused on streamlining commercial contracting processes. On Friday, BuildOps, which develops software for commercial services contractors, announced that it has raised $127 million in a Series [...]","Fri, 21 Mar 2025 13:45:00 +0000",Technology,Fundraising,"['Fundraising', 'BuildOps', 'Meritech Capital partners']",https://techcrunch.com/feed/
"24 Best Wireless Chargers (2025), Tested and Reviewed",https://www.wired.com/gallery/best-wireless-chargers/,"Stop fumbling for cables in the dark. These WIRED-tested stands and pads will take the hassle out of refueling your phone, wireless earbuds, and watch.","Sat, 22 Mar 2025 14:00:00 +0000",Technology,Gear,"['Gear', 'Gear / Buying Guides', 'Gear / Products / Accessories', 'Shopping', 'wireless charging', 'Android', 'iPhone', 'phones', 'buying guides', 'Accessories and Peripherals', 'Travel', 'Cord Cutter']",https://www.wired.com/feed/
The 6 Best OLED TVs (2025),https://www.wired.com/gallery/best-oleds/,Looking to step up to the TV big leagues? These are the best OLED TVs you can buy.,"Sat, 22 Mar 2025 13:03:00 +0000",Technology,Gear,"['Gear', 'Gear / Buying Guides', 'Gear / Products / Televisions', 'Shopping', 'buying guides', 'TVs', 'oled', '4K', 'Buying Guide']",https://www.wired.com/feed/
13 Best Hair Straighteners We Tested (2025) | WIRED,https://www.wired.com/gallery/best-hair-straighteners/,"Curls and waves are beautiful. But when you want to smooth them out, these hot tools—irons, brushes, and combs—work wonders.","Sat, 22 Mar 2025 12:32:00 +0000",Technology,Gear,"['Gear', 'Gear / Buying Guides', 'Gear / Products / Lifestyle', 'Gear / Products / Beauty', 'Shopping', 'fashion & beauty', 'buying guides', 'household', 'Buying Guide']",https://www.wired.com/feed/
The Art of the Perfect Nap,https://www.wired.com/story/the-art-of-the-perfect-nap-sleep-science/,"Done wisely, naps can be a valuable way to boost your focus and energy. A sleep researcher explains how to get it right.","Sat, 22 Mar 2025 12:00:00 +0000",Technology,Science,"['Science', 'Science / Health', 'The Conversation', 'science', 'health', 'Sleep', 'productivity']",https://www.wired.com/feed/
17 Best Early Amazon Spring Sale Deals (2025),https://www.wired.com/story/amazon-spring-sale-2025-1/,"Now's your chance to save on headphones, tablets, and home gadgets.","Sat, 22 Mar 2025 11:07:00 +0000",Technology,Gear,"['Gear', 'Gear / Deals', 'Shopping', 'Deals', 'Amazon']",https://www.wired.com/feed/
A Mysterious Startup Is Developing a New Form of Solar Geoengineering,https://www.wired.com/story/a-mysterious-startup-is-developing-a-new-form-of-solar-geoengineering/,"Stardust, an Israeli–US startup, intends to patent its unique aerosol technology for temporarily cooling the planet.","Sat, 22 Mar 2025 11:00:00 +0000",Technology,Science,"['Science', 'Science / Environment', 'Business', 'Climate Desk', 'science', 'climate change', 'environment', 'geoengineering', 'business', 'Climate Change']",https://www.wired.com/feed/
The 43 Best Movies on Netflix Right Now (March 2025),https://www.wired.com/story/netflix-best-movies-this-week/,"Plankton: The Movie, Spider-Man: Across the Spider-Verse, and Troll are just a few of the movies you should watch on Netflix this month.","Sat, 22 Mar 2025 11:00:00 +0000",Technology,Culture,"['Culture', 'Culture / Movies', 'Culture Guides', 'Netflix', 'Movies']",https://www.wired.com/feed/
BYD's 5-Minute EV Charging Sounds Great. But How Useful Is it?,https://www.wired.com/story/byd-5-minute-ev-charging/,"Fast charging is viable, but experts say building the actual charging stations will be the tricky—and potentially very expensive—part.","Sat, 22 Mar 2025 11:00:00 +0000",Technology,Gear,"['Gear', 'Gear / Gear News and Events', 'Electric Vehicles', 'EVs and Hybrids', 'Batteries', 'cars', 'China', 'Power Boost']",https://www.wired.com/feed/
The 44 Best Shows on Netflix Right Now (March 2025),https://www.wired.com/story/netflix-best-shows-this-week/,"Adolescence, Tales of the Teenage Mutant Ninja Turtles, and Squid Game are just a few of the shows you need to watch on Netflix this month.","Sat, 22 Mar 2025 11:00:00 +0000",Technology,Culture,"['Culture', 'Culture / TV', 'Culture Guides', 'TV', 'Netflix', 'streaming', 'Television']",https://www.wired.com/feed/
The FBI Is Investigating Attacks on Tesla as 'Domestic Terrorism.' Here's Why That Matters,https://www.wired.com/story/fbi-tesla-arson-domestic-terrorism-protests/,"The domestic terrorism designation could give law enforcement sweeping authority to surveil people protesting against Elon Musk's role in the US federal government, civil liberties experts warn.","Sat, 22 Mar 2025 10:30:00 +0000",Technology,Business,"['Business', 'Politics', 'Politics / Politics News', 'Business / National Affairs', 'Tesla', 'Donald Trump', 'Elon Musk', 'FBI', 'surveillance', 'law enforcement', 'Electric Vehicles', 'Watchful Gaze']",https://www.wired.com/feed/
"Verizon Satellite Messaging, a Retro Console, and Velotric's Ebike—Here's Your Gear News of the Week",https://www.wired.com/story/verizon-brings-free-satellite-messaging-to-select-android-phones/,"Plus: Analogue delays its Nintendo 64 console, Fujifilm unveils a medium format camera, and Microsoft's Adaptive Joystick game controller goes on sale.","Sat, 22 Mar 2025 10:00:00 +0000",Technology,Gear,"['Gear', 'Gear / Gear News and Events', 'Gear / Products / Gaming', 'Gear / Products / Health and Fitness', 'Gear Roundup', 'portable gaming', 'Android', 'Shopping', 'Gaming', 'electric bikes']",https://www.wired.com/feed/
Hungryroot Meal Kit Review (2025): AI-Guided Menu,https://www.wired.com/review/hungryroot-meal-kit-review/,Hungryroot is a shockingly innovative meal kit. Though the results can be more like fast-casual meal assembly than cooking.,"Fri, 21 Mar 2025 18:36:15 +0000",Technology,Gear,"['Gear', 'Gear / Products / Kitchen', 'kitchen', 'Food and Drink', 'cooking', 'review', 'Reviews', 'Shopping', 'Bot Food']",https://www.wired.com/feed/
"14 Best USB Flash Drives (2025): Pen Drives, Thumb Drives, Memory Sticks",https://www.wired.com/gallery/best-usb-flash-drives/,These WIRED-tested memory sticks are a virtual filing cabinet in your pocket.,"Fri, 21 Mar 2025 15:00:00 +0000",Technology,Gear,"['Gear', 'Gear / Buying Guides', 'Gear / Products / Computers', 'Gear / Products / Accessories', 'USB', 'storage', 'Shopping', 'Accessories and Peripherals', 'portable storage', 'buying guides', 'home office', 'Buying Guide']",https://www.wired.com/feed/
Dell UltraSharp 32 4K Thunderbolt Hub Monitor Review: Best IPS Panel,https://www.wired.com/review/dell-ultrasharp-32-4k-thunderbolt-hub-monitor/,This just might be the perfect monitor for the home office.,"Fri, 21 Mar 2025 14:30:00 +0000",Technology,Gear,"['Gear', 'Gear / Reviews', 'Gear / Products / Home Office', 'Shopping', 'Dell', 'screen', 'PCs', 'Accessories and Peripherals', 'review', 'Reviews', 'Product Review']",https://www.wired.com/feed/
Yahoo Is Still Here—and It Has Big Plans for AI,https://www.wired.com/story/plaintext-yahoo-turns-30-jim-lanzone/,"Even as Yahoo turns 30, CEO Jim Lanzone says the company is still in ""building mode.""","Fri, 21 Mar 2025 14:00:00 +0000",Technology,Business,"['Business', 'Business / Tech Culture', 'Plaintext', 'Yahoo', 'artificial intelligence', 'Startups', 'Search', 'Google']",https://www.wired.com/feed/
HoverAir X1 ProMax Review: A Great but Expensive Selfie Drone,https://www.wired.com/review/review-hoverair-x1-promax/,"A small, simple 8K selfie drone that costs just a little too much.","Fri, 21 Mar 2025 14:00:00 +0000",Technology,Gear,"['Gear', 'Gear / Reviews', 'Gear / Products / Cameras', 'drones', 'cameras', 'Shopping', 'review', 'Selfie', 'selfies', 'Product Review']",https://www.wired.com/feed/
Ford Bronco Electric Bike Review: Car Makers Now Make Electric Bikes,https://www.wired.com/review/ford-bronco-electric-bike/,"For the motocross-minded, the Bronco eBike is equal parts blast-from-the-past and harbinger of the future.","Fri, 21 Mar 2025 12:32:00 +0000",Technology,Gear,"['Gear', 'Gear / Products', 'Gear / Products / Outdoor', 'Gear / Reviews', 'Shopping', 'review', 'Reviews', 'Electric Vehicles', 'electric bikes', 'Baja Blast']",https://www.wired.com/feed/
Elon Musk and Donald Trump Have Chosen Chaos,https://www.wired.com/story/elon-musk-donald-trump-chaos/,"Elon Musk secured his choke hold on the mechanics of the federal government weeks ago. Along with Donald Trump, he has already standardized chaos across the US.","Fri, 21 Mar 2025 12:00:00 +0000",Technology,Politics,"['Politics', 'WIRED Politics Lab', 'Elon Musk', 'Donald Trump', 'government', 'politics', 'DOGE']",https://www.wired.com/feed/
High Thread Count Doesn't Really Matter (2025),https://www.wired.com/story/why-a-higher-thread-count-isnt-always-better/,You might be happier with a lower thread count bedsheet—if it's made from the right materials.,"Fri, 21 Mar 2025 11:33:00 +0000",Technology,Gear,"['Gear', 'Gear / Products / Sleep', 'Gear / How To and Advice', 'Shopping', 'how-to', 'household', 'Sleep', 'Undercover Story']",https://www.wired.com/feed/
How to Avoid US-Based Digital Services—and Why You Might Want To,https://www.wired.com/story/trump-era-digital-expat/,"Amid growing concerns over Big Tech firms aligning with Trump administration policies, people are starting to move their digital lives to services based overseas. Here's what you need to know.","Fri, 21 Mar 2025 10:30:00 +0000",Technology,Security,"['Security', 'Security / Privacy', 'Security / Security News', 'Politics / Policy', 'Business / Social Media', 'privacy', 'Donald Trump', 'encryption', 'apple', 'Facebook', 'Instagram', 'Google', 'Meta', 'Clean Break']",https://www.wired.com/feed/
OpenAI has released its first research into how using ChatGPT affects people's emotional wellbeing,https://www.technologyreview.com/2025/03/21/1113635/openai-has-released-its-first-research-into-how-using-chatgpt-affects-peoples-emotional-wellbeing/,"OpenAI says over 400 million people use ChatGPT every week. But how does interacting with it affect us? Does it make us more or less lonely? These are some of the questions OpenAI set out to investigate, in partnership with the MIT Media Lab, in a pair of new studies.  They found that only a...","Fri, 21 Mar 2025 17:44:25 +0000",Technology,Artificial intelligence,"['Artificial intelligence', 'App']",https://www.technologyreview.com/feed/
"The Download: saving the ""doomsday glacier,"" and Europe's hopes for its rockets",https://www.technologyreview.com/2025/03/21/1113624/the-download-saving-the-doomsday-glacier-and-europes-hopes-for-its-rockets/,"This is today's edition of The Download, our weekday newsletter that provides a daily dose of what's going on in the world of technology. Inside a new quest to save the ""doomsday glacier"" The Thwaites glacier is a fortress larger than Florida, a wall of ice that reaches nearly 4,000 feet above the bedrock of West Antarctica,...","Fri, 21 Mar 2025 12:10:00 +0000",Technology,The Download,['The Download'],https://www.technologyreview.com/feed/
"Inside a new quest to save the ""doomsday glacier""",https://www.technologyreview.com/2025/03/21/1113396/inside-a-new-quest-to-save-the-doomsday-glacier/,"The Thwaites glacier is a fortress larger than Florida, a wall of ice that reaches nearly 4,000 feet above the bedrock of West Antarctica, guarding the low-lying ice sheet behind it. But a strong, warm ocean current is weakening its foundations and accelerating its slide into the Amundsen Sea. Scientists fear the waters could topple...","Fri, 21 Mar 2025 09:00:00 +0000",Technology,Climate change and energy,"['Climate change and energy', 'App', 'geoengineering']",https://www.technologyreview.com/feed/
Autopsies can reveal intimate health details. Should they be kept private?,https://www.technologyreview.com/2025/03/21/1113549/autopsies-reveal-intimate-health-details-kept-private/,"Over the past couple of weeks, I've been following news of the deaths of actor Gene Hackman and his wife, pianist Betsy Arakawa. It was heartbreaking to hear how Arakawa appeared to have died from a rare infection days before her husband, who had advanced Alzheimer's disease and may have struggled to understand what had...","Fri, 21 Mar 2025 09:00:00 +0000",Technology,Biotechnology and health,"['Biotechnology and health', 'App', 'The Checkup']",https://www.technologyreview.com/feed/
Europe is finally getting serious about commercial rockets,https://www.technologyreview.com/2025/03/20/1113582/europe-is-finally-getting-serious-about-commercial-rockets/,"Europe is on the cusp of a new dawn in commercial space technology. As global political tensions intensify and relationships with the US become increasingly strained, several European companies are now planning to conduct their own launches in an attempt to reduce the continent's reliance on American rockets. In the coming days, Isar Aerospace, a...","Thu, 20 Mar 2025 18:19:14 +0000",Technology,Space,"['Space', 'App']",https://www.technologyreview.com/feed/
Roundtables: AI Chatbots Have Joined the Chat,https://www.technologyreview.com/2025/03/20/1113501/roundtables-ai-chatbots-have-joined-the-chat/,"Recorded on March 20, 2025 AI Chatbots Have Joined the Chat Speakers: Rachel Courtland, commissioning editor, Rhiannon Williams, news reporter, and Eileen Guo, features & investigations reporter. Chatbots are quickly changing how we connect to each other and ourselves. But are these changes for the better? How should they be monitored and regulated? Hear from MIT...","Thu, 20 Mar 2025 17:45:57 +0000",Technology,Subscriber-Only Stories,['Subscriber-Only Stories'],https://www.technologyreview.com/feed/
"The Download: the future of energy, and chatting about chatbots",https://www.technologyreview.com/2025/03/20/1113490/the-download-the-future-of-energy-and-chatting-about-chatbots/,"This is today's edition of The Download, our weekday newsletter that provides a daily dose of what's going on in the world of technology. 4 technologies that could power the future of energy Where can you find lasers, electric guitars, and racks full of novel batteries, all in the same giant room? This week, the answer was...","Thu, 20 Mar 2025 12:40:00 +0000",Technology,The Download,['The Download'],https://www.technologyreview.com/feed/
The elephant in the room for energy tech? Uncertainty.,https://www.technologyreview.com/2025/03/20/1113392/energy-uncertainty/,"At a conference dedicated to energy technology that I attended this week, I noticed an outward attitude of optimism and excitement. But it's hard to miss the current of uncertainty just underneath.  The ARPA-E Energy Innovation Summit, held this year just outside Washington, DC, gathers some of the most cutting-edge innovators working on everything from...","Thu, 20 Mar 2025 10:00:00 +0000",Technology,Climate change and energy,"['Climate change and energy', 'App', 'Climate Change', 'The Spark']",https://www.technologyreview.com/feed/
4 technologies that could power the future of energy,https://www.technologyreview.com/2025/03/19/1113381/energy-technology-lasers-steel-batteries/,"Where can you find lasers, electric guitars, and racks full of novel batteries, all in the same giant room? This week, the answer was the 2025 ARPA-E Energy Innovation Summit just outside Washington, DC. Energy innovation can take many forms, and the variety in energy research was on display at the summit. ARPA-E, part of...","Wed, 19 Mar 2025 15:40:56 +0000",Technology,Climate change and energy,"['Climate change and energy', 'App', 'Climate Change']",https://www.technologyreview.com/feed/
